Codigo_competicion;Codigo_fase;Codigo_grupo;Jornada;Partido;Codigo_equipo1;Codigo_equipo2;Resultado1;Resultado2;Codigo_campo;Fecha;Hora;Programado;Estado;Nombre_temporada;Nombre_competicion;Nombre_fase;Nombre_grupo;Nombre_deporte;Nombre_categoria;Nombre_jornada;Equipo_local;Equipo_visitante;Campo;Sexo_grupo;Distrito;SISTEMA_COMPETICION;COORD_X_CAMPO;COORD_Y_CAMPO
8945;9882;27714;13;3;178665;180023;2;2;1385;2026-02-07;19:30;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM FUE SAB TAR F7 SEN FEM;seven-a-side football;SENIOR FEMENINO;13;ASOCIACIÓN ALACRÁN 1997;LA GAVIA FEMENINO C.F.;CAMPO FÚTBOL 7 (C2) : LA MASÓ;F;Fuencarral-El Pardo;LIGA;-3.714773;40.483788
8945;9882;27714;3;3;180178;180023;5;1;1385;2025-11-01;19:30;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM FUE SAB TAR F7 SEN FEM;seven-a-side football;SENIOR FEMENINO;3;SIN AGOBIOS;LA GAVIA FEMENINO C.F.;CAMPO FÚTBOL 7 (C2) : LA MASÓ;F;Fuencarral-El Pardo;LIGA;-3.714773;40.483788
8945;9882;27714;3;5;179693;178665;2;2;1385;2025-11-01;20:30;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM FUE SAB TAR F7 SEN FEM;seven-a-side football;SENIOR FEMENINO;3;"C.D. SPARTAC MANOTERAS ""B""";ASOCIACIÓN ALACRÁN 1997;CAMPO FÚTBOL 7 (C2) : LA MASÓ;F;Fuencarral-El Pardo;LIGA;-3.714773;40.483788
8945;9882;27714;4;3;179101;180072;3;1;1385;2025-11-15;19:30;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM FUE SAB TAR F7 SEN FEM;seven-a-side football;SENIOR FEMENINO;4;CF VALDEBEBAS FEM;VALKIRIAS CF;CAMPO FÚTBOL 7 (C2) : LA MASÓ;F;Fuencarral-El Pardo;LIGA;-3.714773;40.483788
8945;9882;27714;4;5;180178;179917;5;2;1385;2025-11-15;20:30;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM FUE SAB TAR F7 SEN FEM;seven-a-side football;SENIOR FEMENINO;4;SIN AGOBIOS;UDIT FUTBOL 7 FEMENINO;CAMPO FÚTBOL 7 (C2) : LA MASÓ;F;Fuencarral-El Pardo;LIGA;-3.714773;40.483788
8945;9882;27714;5;3;180072;180017;2;4;1385;2025-11-22;19:30;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM FUE SAB TAR F7 SEN FEM;seven-a-side football;SENIOR FEMENINO;5;VALKIRIAS CF;PAPRIKA FC;CAMPO FÚTBOL 7 (C2) : LA MASÓ;F;Fuencarral-El Pardo;LIGA;-3.714773;40.483788
8945;9882;27714;5;5;179917;180023;0;3;1385;2025-11-22;20:30;1;N;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM FUE SAB TAR F7 SEN FEM;seven-a-side football;SENIOR FEMENINO;5;UDIT FUTBOL 7 FEMENINO;LA GAVIA FEMENINO C.F.;CAMPO FÚTBOL 7 (C2) : LA MASÓ;F;Fuencarral-El Pardo;LIGA;-3.714773;40.483788
8945;9882;27714;6;3;180017;179693;0;2;1385;2025-11-29;19:30;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM FUE SAB TAR F7 SEN FEM;seven-a-side football;SENIOR FEMENINO;6;PAPRIKA FC;"C.D. SPARTAC MANOTERAS ""B""";CAMPO FÚTBOL 7 (C2) : LA MASÓ;F;Fuencarral-El Pardo;LIGA;-3.714773;40.483788
8945;9882;27714;6;5;179917;179897;0;3;1385;2025-11-29;20:30;1;N;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM FUE SAB TAR F7 SEN FEM;seven-a-side football;SENIOR FEMENINO;6;UDIT FUTBOL 7 FEMENINO;ADN DCA;CAMPO FÚTBOL 7 (C2) : LA MASÓ;F;Fuencarral-El Pardo;LIGA;-3.714773;40.483788
8945;9882;27714;7;3;179693;180178;1;2;1385;2025-12-13;19:30;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM FUE SAB TAR F7 SEN FEM;seven-a-side football;SENIOR FEMENINO;7;"C.D. SPARTAC MANOTERAS ""B""";SIN AGOBIOS;CAMPO FÚTBOL 7 (C2) : LA MASÓ;F;Fuencarral-El Pardo;LIGA;-3.714773;40.483788
8945;9882;27714;7;5;178727;179101;1;8;1385;2025-12-13;20:30;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM FUE SAB TAR F7 SEN FEM;seven-a-side football;SENIOR FEMENINO;7;R.S.C. Anderlecht;CF VALDEBEBAS FEM;CAMPO FÚTBOL 7 (C2) : LA MASÓ;F;Fuencarral-El Pardo;LIGA;-3.714773;40.483788
8945;9882;27714;8;3;180023;179101;0;2;1385;2025-12-20;19:30;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM FUE SAB TAR F7 SEN FEM;seven-a-side football;SENIOR FEMENINO;8;LA GAVIA FEMENINO C.F.;CF VALDEBEBAS FEM;CAMPO FÚTBOL 7 (C2) : LA MASÓ;F;Fuencarral-El Pardo;LIGA;-3.714773;40.483788
8945;9882;27714;8;5;179897;180072;3;3;1385;2025-12-20;20:30;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM FUE SAB TAR F7 SEN FEM;seven-a-side football;SENIOR FEMENINO;8;ADN DCA;VALKIRIAS CF;CAMPO FÚTBOL 7 (C2) : LA MASÓ;F;Fuencarral-El Pardo;LIGA;-3.714773;40.483788
8945;9882;27714;9;4;180072;180023;2;0;1385;2026-01-10;19:30;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM FUE SAB TAR F7 SEN FEM;seven-a-side football;SENIOR FEMENINO;9;VALKIRIAS CF;LA GAVIA FEMENINO C.F.;CAMPO FÚTBOL 7 (C2) : LA MASÓ;F;Fuencarral-El Pardo;LIGA;-3.714773;40.483788
8945;9882;27714;9;5;179101;180017;3;1;1385;2026-01-10;20:30;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM FUE SAB TAR F7 SEN FEM;seven-a-side football;SENIOR FEMENINO;9;CF VALDEBEBAS FEM;PAPRIKA FC;CAMPO FÚTBOL 7 (C2) : LA MASÓ;F;Fuencarral-El Pardo;LIGA;-3.714773;40.483788
8945;9882;27714;10;1;179693;180072;0;2;1385;2026-01-17;19:30;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM FUE SAB TAR F7 SEN FEM;seven-a-side football;SENIOR FEMENINO;10;"C.D. SPARTAC MANOTERAS ""B""";VALKIRIAS CF;CAMPO FÚTBOL 7 (C2) : LA MASÓ;F;Fuencarral-El Pardo;LIGA;-3.714773;40.483788
8945;9882;27708;6;1;178387;178442;0;3;1385;2025-11-29;18:30;1;N;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM FUE SAB TAR F7 SEN MAS GRUPO A;seven-a-side football;SENIOR MASCULINO;6;PACH C.F.;AC FRÍO;CAMPO FÚTBOL 7 (C2) : LA MASÓ;M;Fuencarral-El Pardo;LIGA;-3.714773;40.483788
8945;9882;27708;8;2;178517;177952;2;2;1385;2025-12-20;18:30;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM FUE SAB TAR F7 SEN MAS GRUPO A;seven-a-side football;SENIOR MASCULINO;8;GOLDITOS  CON  CALI;RETES FC.;CAMPO FÚTBOL 7 (C2) : LA MASÓ;M;Fuencarral-El Pardo;LIGA;-3.714773;40.483788
8945;9882;27714;1;3;179917;178727;0;6;1385;2025-10-18;19:30;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM FUE SAB TAR F7 SEN FEM;seven-a-side football;SENIOR FEMENINO;1;UDIT FUTBOL 7 FEMENINO;R.S.C. Anderlecht;CAMPO FÚTBOL 7 (C2) : LA MASÓ;F;Fuencarral-El Pardo;LIGA;-3.714773;40.483788
8945;9882;27714;1;5;180072;179693;1;3;1385;2025-10-18;20:30;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM FUE SAB TAR F7 SEN FEM;seven-a-side football;SENIOR FEMENINO;1;VALKIRIAS CF;"C.D. SPARTAC MANOTERAS ""B""";CAMPO FÚTBOL 7 (C2) : LA MASÓ;F;Fuencarral-El Pardo;LIGA;-3.714773;40.483788
8945;9882;27714;2;3;178727;179897;1;9;1385;2025-10-25;19:30;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM FUE SAB TAR F7 SEN FEM;seven-a-side football;SENIOR FEMENINO;2;R.S.C. Anderlecht;ADN DCA;CAMPO FÚTBOL 7 (C2) : LA MASÓ;F;Fuencarral-El Pardo;LIGA;-3.714773;40.483788
8945;9882;27714;2;5;180017;180178;1;10;1385;2025-10-25;20:30;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM FUE SAB TAR F7 SEN FEM;seven-a-side football;SENIOR FEMENINO;2;PAPRIKA FC;SIN AGOBIOS;CAMPO FÚTBOL 7 (C2) : LA MASÓ;F;Fuencarral-El Pardo;LIGA;-3.714773;40.483788
8979;9975;29535;2;2;182466;182510;13;64;100799;2025-11-22;12:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MBC ALE FEM;MINIBALONCESTO;ALEVIN FEMENINO;2;SENARA;GSD LAS SUERTES;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;F;Moratalaz;LIGA;-3.631419;40.398358
8979;9975;29535;2;3;182539;182550;4;54;100799;2025-11-22;13:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MBC ALE FEM;MINIBALONCESTO;ALEVIN FEMENINO;2;SAN BLAS BASKET ;COLEGIO ESPIRITU SANTO;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;F;Moratalaz;LIGA;-3.631419;40.398358
8979;9975;29535;2;4;182508;182456;17;60;100799;2025-11-22;11:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MBC ALE FEM;MINIBALONCESTO;ALEVIN FEMENINO;2;AMPA SAINZ DE VICUÑA;CDE VICÁLVARO BALONCESTO;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;F;Moratalaz;LIGA;-3.631419;40.398358
8979;9975;29535;4;1;182456;182550;30;14;100799;2025-12-13;12:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MBC ALE FEM;MINIBALONCESTO;ALEVIN FEMENINO;4;CDE VICÁLVARO BALONCESTO;COLEGIO ESPIRITU SANTO;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;F;Moratalaz;LIGA;-3.631419;40.398358
8979;9975;29535;4;2;182539;182510;10;60;100799;2025-12-13;11:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MBC ALE FEM;MINIBALONCESTO;ALEVIN FEMENINO;4;SAN BLAS BASKET;GSD LAS SUERTES;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;F;Moratalaz;LIGA;-3.631419;40.398358
8979;9975;29535;5;4;182686;182539;41;12;100799;2026-01-10;13:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MBC ALE FEM;MINIBALONCESTO;ALEVIN FEMENINO;5;RUNNYMEDE;SAN BLAS BASKET;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;F;Moratalaz;LIGA;-3.631419;40.398358
8979;9975;29535;6;2;182466;182539;0;0;100799;2026-02-14;12:15;1;A;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MBC ALE FEM;MINIBALONCESTO;ALEVIN FEMENINO;6;SENARA;SAN BLAS BASKET;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;F;Moratalaz;LIGA;-3.631419;40.398358
8979;9975;29535;6;3;182456;182510;0;0;100799;2026-02-14;09:15;1;A;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MBC ALE FEM;MINIBALONCESTO;ALEVIN FEMENINO;6;CDE VICÁLVARO BALONCESTO;GSD LAS SUERTES;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;F;Moratalaz;LIGA;-3.631419;40.398358
8979;9975;29535;6;4;182550;183878;50;11;100799;2026-01-17;09:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MBC ALE FEM;MINIBALONCESTO;ALEVIN FEMENINO;6;COLEGIO ESPIRITU SANTO;ENSANCHE DE VALLECAS F;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;F;Moratalaz;LIGA;-3.631419;40.398358
8979;9975;29535;8;1;182510;183878;59;8;100799;2026-01-31;09:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MBC ALE FEM;MINIBALONCESTO;ALEVIN FEMENINO;8;GSD LAS SUERTES;ENSANCHE DE VALLECAS F;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;F;Moratalaz;LIGA;-3.631419;40.398358
8979;9975;29535;8;2;182539;182456;12;44;100799;2026-01-31;12:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MBC ALE FEM;MINIBALONCESTO;ALEVIN FEMENINO;8;SAN BLAS BASKET;CDE VICÁLVARO BALONCESTO;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;F;Moratalaz;LIGA;-3.631419;40.398358
8979;9975;29535;8;3;182686;182550;8;52;100799;2026-01-31;13:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MBC ALE FEM;MINIBALONCESTO;ALEVIN FEMENINO;8;RUNNYMEDE;COLEGIO ESPIRITU SANTO;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;F;Moratalaz;LIGA;-3.631419;40.398358
8979;9975;29526;1;1;182492;182875;50;0;100799;2025-11-15;09:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MBC BEN MIX;MINIBALONCESTO;BENJAMIN MIXTO;1;AMPA SAINZ DE VICUÑA;SANTO ANGEL DE LA GUARDA;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;X;Moratalaz;LIGA;-3.631419;40.398358
8979;9975;29526;1;2;182254;180798;51;0;100799;2025-11-15;12:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MBC BEN MIX;MINIBALONCESTO;BENJAMIN MIXTO;1;CD EL VALLE;NUESTRA SEÑORA DE MORATALAZ;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;X;Moratalaz;LIGA;-3.631419;40.398358
8979;9975;29526;1;3;182513;182018;21;20;100799;2025-11-15;13:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MBC BEN MIX;MINIBALONCESTO;BENJAMIN MIXTO;1;CDE VICÁLVARO BALONCESTO;MOVISTAR ESTUDIANTES N.S. LA MERCED;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;X;Moratalaz;LIGA;-3.631419;40.398358
8979;9975;29526;1;4;182609;182260;27;20;100799;2025-11-15;11:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MBC BEN MIX;MINIBALONCESTO;BENJAMIN MIXTO;1;COLEGIO JOYFE;GSD MORATALAZ;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;X;Moratalaz;LIGA;-3.631419;40.398358
8979;9975;29526;1;5;183423;181998;47;12;100799;2025-11-15;14:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MBC BEN MIX;MINIBALONCESTO;BENJAMIN MIXTO;1;COLEGIO SIGLO XXI ;FUHEM MONTSERRAT B;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;X;Moratalaz;LIGA;-3.631419;40.398358
8979;9975;29526;3;1;182609;180798;34;13;100799;2025-11-29;11:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MBC BEN MIX;MINIBALONCESTO;BENJAMIN MIXTO;3;COLEGIO JOYFE;NUESTRA SEÑORA DE MORATALAZ;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;X;Moratalaz;LIGA;-3.631419;40.398358
8979;9975;29526;3;3;182254;182875;51;1;100799;2025-11-29;12:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MBC BEN MIX;MINIBALONCESTO;BENJAMIN MIXTO;3;CD EL VALLE;SANTO ANGEL DE LA GUARDA;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;X;Moratalaz;LIGA;-3.631419;40.398358
8979;9975;29526;3;4;183423;182018;10;0;100799;2025-11-29;13:00;1;N;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MBC BEN MIX;MINIBALONCESTO;BENJAMIN MIXTO;3;COLEGIO SIGLO XXI ;MOVISTAR ESTUDIANTES N.S. LA MERCED;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;X;Moratalaz;LIGA;-3.631419;40.398358
8979;9975;29526;3;5;181648;182260;12;35;100799;2025-11-29;14:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MBC BEN MIX;MINIBALONCESTO;BENJAMIN MIXTO;3;ESCUELA C.B. MORATALAZ;GSD MORATALAZ;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;X;Moratalaz;LIGA;-3.631419;40.398358
8979;9975;29526;4;4;182875;181998;12;29;100799;2025-12-13;09:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MBC BEN MIX;MINIBALONCESTO;BENJAMIN MIXTO;4;SANTO ANGEL DE LA GUARDA;FUHEM MONTSERRAT B;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;X;Moratalaz;LIGA;-3.631419;40.398358
8979;9975;29526;6;4;182492;181648;29;16;100799;2026-01-10;09:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MBC BEN MIX;MINIBALONCESTO;BENJAMIN MIXTO;6;AMPA SAINZ DE VICUÑA;ESCUELA C.B. MORATALAZ;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;X;Moratalaz;LIGA;-3.631419;40.398358
8979;9975;29526;6;5;182254;183423;19;17;100799;2026-01-10;12:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MBC BEN MIX;MINIBALONCESTO;BENJAMIN MIXTO;6;CD EL VALLE;COLEGIO SIGLO XXI;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;X;Moratalaz;LIGA;-3.631419;40.398358
8979;9975;29526;6;6;182875;182260;3;55;100799;2026-01-10;11:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MBC BEN MIX;MINIBALONCESTO;BENJAMIN MIXTO;6;SANTO ANGEL DE LA GUARDA;GSD MORATALAZ;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;X;Moratalaz;LIGA;-3.631419;40.398358
8979;9975;29526;8;4;182254;181886;33;21;100799;2026-01-24;13:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MBC BEN MIX;MINIBALONCESTO;BENJAMIN MIXTO;8;CD EL VALLE;FUHEM MONTSERRAT A;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;X;Moratalaz;LIGA;-3.631419;40.398358
8979;9975;29526;8;5;182513;181648;18;9;100799;2026-01-24;12:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MBC BEN MIX;MINIBALONCESTO;BENJAMIN MIXTO;8;CDE VICÁLVARO BALONCESTO;ESCUELA C.B. MORATALAZ;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;X;Moratalaz;LIGA;-3.631419;40.398358
8979;9975;29526;8;6;182609;183423;16;28;100799;2026-01-24;11:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MBC BEN MIX;MINIBALONCESTO;BENJAMIN MIXTO;8;COLEGIO JOYFE;COLEGIO SIGLO XXI;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;X;Moratalaz;LIGA;-3.631419;40.398358
8979;9975;29526;9;5;182260;182492;30;15;100799;2026-01-31;11:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MBC BEN MIX;MINIBALONCESTO;BENJAMIN MIXTO;9;GSD MORATALAZ;AMPA SAINZ DE VICUÑA;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;X;Moratalaz;LIGA;-3.631419;40.398358
8979;9975;29526;10;4;182875;180798;2;33;100799;2026-02-07;12:15;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MBC BEN MIX;MINIBALONCESTO;BENJAMIN MIXTO;10;SANTO ANGEL DE LA GUARDA;NUESTRA SEÑORA DE MORATALAZ;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;X;Moratalaz;LIGA;-3.631419;40.398358
8979;9975;29526;10;6;183423;181648;35;12;100799;2026-02-07;13:15;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MBC BEN MIX;MINIBALONCESTO;BENJAMIN MIXTO;10;COLEGIO SIGLO XXI;ESCUELA C.B. MORATALAZ;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;X;Moratalaz;LIGA;-3.631419;40.398358
8952;9910;28350;7;3;183044;182722;4;39;100799;2026-01-24;10:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM SAN SAB MAÑ MBC ALE MIX;MINIBALONCESTO;ALEVIN MIXTO;7;RICHMOND;RUNNYMEDE;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;X;San Blas-Canillejas;LIGA;-3.631419;40.398358
8952;9910;28350;8;2;181344;181937;6;57;100799;2026-01-31;10:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM SAN SAB MAÑ MBC ALE MIX;MINIBALONCESTO;ALEVIN MIXTO;8;CARMEN CABEZUELO DO;SAN BLAS BASKET;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;X;San Blas-Canillejas;LIGA;-3.631419;40.398358
8952;9910;28350;9;2;183044;181195;0;10;100799;2026-02-07;10:15;1;N;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM SAN SAB MAÑ MBC ALE MIX;MINIBALONCESTO;ALEVIN MIXTO;9;RICHMOND;CIUDAD PEGASO DO;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;X;San Blas-Canillejas;LIGA;-3.631419;40.398358
8952;9910;28351;7;4;180837;182695;28;3;100799;2026-01-24;09:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM SAN SAB MAÑ MBC BEN MIX;MINIBALONCESTO;BENJAMIN MIXTO;7;DISTRITO OLIMPICO;CEIP ROMANONES;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;X;San Blas-Canillejas;LIGA;-3.631419;40.398358
8979;9975;29525;2;3;182115;182444;53;2;100799;2025-11-22;09:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MBC ALE MIX;MINIBALONCESTO;ALEVIN MIXTO;2;MOVISTAR ESTUDIANTES N.S. LA MERCED;COLEGIO LOS OLMOS;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;X;Moratalaz;LIGA;-3.631419;40.398358
8979;9975;29525;6;4;180631;181762;40;28;100799;2026-01-17;11:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MBC ALE MIX;MINIBALONCESTO;ALEVIN MIXTO;6;CDE VICÁLVARO BALONCESTO;DEPORTIVO PASAMONTE;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;X;Moratalaz;LIGA;-3.631419;40.398358
8979;9975;29525;7;1;182639;182791;26;41;100799;2026-01-24;14:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MBC ALE MIX;MINIBALONCESTO;ALEVIN MIXTO;7;COLEGIO JOYFE;SANTO ANGEL - SBB;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;X;Moratalaz;LIGA;-3.631419;40.398358
8979;9975;29525;9;2;181762;182639;36;51;100799;2026-02-07;11:15;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM MOR SAB MBC ALE MIX;MINIBALONCESTO;ALEVIN MIXTO;9;DEPORTIVO PASAMONTE;COLEGIO JOYFE;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;X;Moratalaz;LIGA;-3.631419;40.398358
8952;9910;28350;1;2;181937;181344;50;2;100799;2025-11-15;10:00;1;F;2025/2026;46 JUEGOS DEPORTIVOS MUNICIPALES;FASE GRUPO 46 JDM;JDM SAN SAB MAÑ MBC ALE MIX;MINIBALONCESTO;ALEVIN MIXTO;1;SAN BLAS BASKET;CARMEN CABEZUELO DO;PISTA EXTERIORTECHADA 1 BALONCESTO MORATALAZ;X;San Blas-Canillejas;LIGA;-3.631419;40.398358
